ID,Nombre,Universidad,ID Universidad,Campus,ID Campus,Acreditación,Vacantes,Cant. Semestres,Arancel,Área,Horario,Empleabilidad,Ingreso,Admisión,Corte 2017,Corte 2016,Lenguaje,Matemáticas,Historia (Cs. Sociales),Ciencias,NEM,Ranking,Descripción,area_id
1404,Ingeniería en Informática,Universidad Autónoma de Chile,30,,120,Si,,9.0,2095000,Tecnología,Diurno,"74,6",1000000.0,,475,,35.0,35.0,10.0,10.0,10.0,10.0,"El Ingeniero en Informática formado en la Universidad Autónoma de Chile posee los conocimientos, habilidades y aptitudes necesarias para desempeñarse en desarrollo de software, gestión informática y diseño de los modelos de comunicaciones que facilitan la explotación de sistemas informáticos, con una actitud humanista basada en la ética. Su formación profesional le faculta para proporcionar una atención integral en el desarrollo e implementación de software en diversas tecnologías y lenguajes de programación.",11
1405,Kinesiología,Universidad Autónoma de Chile,30,,117,Si,,10.0,3690000,Tecnología,Diurno,"55,9",1100000.0,,500,,35.0,35.0,10.0,10.0,10.0,10.0,"El Kinesiólogo formado en la Universidad Autónoma de Chile es un profesional del área de la salud cuyo objeto de estudio es la función y disfunción del movimiento humano, respeta los principios éticos del individuo, con un alto compromiso social y de trabajo en equipo. Su formación académica le permite desarrollarse en diferentes ámbitos del quehacer kinesiológico, con conocimientos, habilidades y actitudes en actividades de promoción, mantenimiento, prevención, protección, habilitación, recuperación y rehabilitación de la salud, facultándolo para dar respuesta a los desafíos de la salud con un enfoque integral.",11
1406,Kinesiología,Universidad Autónoma de Chile,30,,118,Si,,10.0,3690000,Salud,Diurno,"55,9",1100000.0,,500,,35.0,35.0,10.0,10.0,10.0,10.0,"El Kinesiólogo formado en la Universidad Autónoma de Chile es un profesional del área de la salud cuyo objeto de estudio es la función y disfunción del movimiento humano, respeta los principios éticos del individuo, con un alto compromiso social y de trabajo en equipo. Su formación académica le permite desarrollarse en diferentes ámbitos del quehacer kinesiológico, con conocimientos, habilidades y actitudes en actividades de promoción, mantenimiento, prevención, protección, habilitación, recuperación y rehabilitación de la salud, facultándolo para dar respuesta a los desafíos de la salud con un enfoque integral.",9
1407,Kinesiología,Universidad Autónoma de Chile,30,,119,Si,,10.0,3690000,Salud,Diurno,"55,9",1100000.0,,500,,35.0,35.0,10.0,10.0,10.0,10.0,"El Kinesiólogo formado en la Universidad Autónoma de Chile es un profesional del área de la salud cuyo objeto de estudio es la función y disfunción del movimiento humano, respeta los principios éticos del individuo, con un alto compromiso social y de trabajo en equipo. Su formación académica le permite desarrollarse en diferentes ámbitos del quehacer kinesiológico, con conocimientos, habilidades y actitudes en actividades de promoción, mantenimiento, prevención, protección, habilitación, recuperación y rehabilitación de la salud, facultándolo para dar respuesta a los desafíos de la salud con un enfoque integral.",9
1408,Kinesiología,Universidad Autónoma de Chile,30,,120,Si,,10.0,3690000,Salud,Diurno,"55,9",1100000.0,,500,,35.0,35.0,10.0,10.0,10.0,10.0,"El Kinesiólogo formado en la Universidad Autónoma de Chile es un profesional del área de la salud cuyo objeto de estudio es la función y disfunción del movimiento humano, respeta los principios éticos del individuo, con un alto compromiso social y de trabajo en equipo. Su formación académica le permite desarrollarse en diferentes ámbitos del quehacer kinesiológico, con conocimientos, habilidades y actitudes en actividades de promoción, mantenimiento, prevención, protección, habilitación, recuperación y rehabilitación de la salud, facultándolo para dar respuesta a los desafíos de la salud con un enfoque integral.",9
1409,Medicina,Universidad Autónoma de Chile,30,,117,Si,,14.0,6190000,Salud,Diurno,,,,675,,35.0,35.0,10.0,10.0,10.0,10.0,"El Médico formado en la Universidad Autónoma de Chile será un profesional médico general, con sólidos conocimientos científicos; un alto nivel de destrezas, habilidades y actitudes médicas; que comprende cabalmente el elevado rol y compromiso de la profesión médica para con la persona, la familia y la sociedad. Será capaz de abordar los desafíos del diagnóstico y la terapéutica en salud, especialmente de las patologías prevalentes y las urgencias no derivables de la población. Tendrá una visión integradora de los procesos de prevención, protección, curación, recuperación y rehabilitación de la salud. Gestionará los recursos puestos a su disposición y del equipo de salud y será capaz de perfeccionarse, especializarse y desarrollarse profesionalmente en forma continua.",9
1410,Medicina,Universidad Autónoma de Chile,30,,129,Si,,14.0,6190000,Salud,Diurno,,,,675,,35.0,35.0,10.0,10.0,10.0,10.0,"El Médico formado en la Universidad Autónoma de Chile será un profesional médico general, con sólidos conocimientos científicos; un alto nivel de destrezas, habilidades y actitudes médicas; que comprende cabalmente el elevado rol y compromiso de la profesión médica para con la persona, la familia y la sociedad. Será capaz de abordar los desafíos del diagnóstico y la terapéutica en salud, especialmente de las patologías prevalentes y las urgencias no derivables de la población. Tendrá una visión integradora de los procesos de prevención, protección, curación, recuperación y rehabilitación de la salud. Gestionará los recursos puestos a su disposición y del equipo de salud y será capaz de perfeccionarse, especializarse y desarrollarse profesionalmente en forma continua.",9
1411,Nutrición y Dietética,Universidad Autónoma de Chile,30,,117,Si,,10.0,3213000,Salud,Diurno,"53,7",1000000.0,,460,,35.0,35.0,10.0,10.0,10.0,10.0,"El Nutricionista de la Universidad Autónoma de Chile es un profesional de la salud con conocimientos, actitudes y prácticas para aplicar la ciencia de la dietética, respetando principios éticos en todas las áreas del conocimiento en que la alimentación y la nutrición se presenten como fundamentos para la promoción, la prevención de enfermedades y la recuperación de la salud de los individuos y sus distintos grupos poblacionales, contribuyendo significativamente a mejorar la situación alimentaria y nutricional del país. Es un profesional dotado de una formación científica sólida en ciencias básicas en lo general, especializada en el área de la salud, y específica en su acción en el ámbito de la nutrición y dietética.",9
1412,Nutrición y Dietética,Universidad Autónoma de Chile,30,,119,Si,,10.0,3213000,Salud,Diurno,"53,7",1000000.0,,460,,35.0,35.0,10.0,10.0,10.0,10.0,"El Nutricionista de la Universidad Autónoma de Chile es un profesional de la salud con conocimientos, actitudes y prácticas para aplicar la ciencia de la dietética, respetando principios éticos en todas las áreas del conocimiento en que la alimentación y la nutrición se presenten como fundamentos para la promoción, la prevención de enfermedades y la recuperación de la salud de los individuos y sus distintos grupos poblacionales, contribuyendo significativamente a mejorar la situación alimentaria y nutricional del país. Es un profesional dotado de una formación científica sólida en ciencias básicas en lo general, especializada en el área de la salud, y específica en su acción en el ámbito de la nutrición y dietética.",9
1413,Nutrición y Dietética,Universidad Autónoma de Chile,30,,120,Si,,10.0,3213000,Salud,Diurno,"53,7",1000000.0,,460,,35.0,35.0,10.0,10.0,10.0,10.0,"El Nutricionista de la Universidad Autónoma de Chile es un profesional de la salud con conocimientos, actitudes y prácticas para aplicar la ciencia de la dietética, respetando principios éticos en todas las áreas del conocimiento en que la alimentación y la nutrición se presenten como fundamentos para la promoción, la prevención de enfermedades y la recuperación de la salud de los individuos y sus distintos grupos poblacionales, contribuyendo significativamente a mejorar la situación alimentaria y nutricional del país. Es un profesional dotado de una formación científica sólida en ciencias básicas en lo general, especializada en el área de la salud, y específica en su acción en el ámbito de la nutrición y dietética.",9
1414,Obstetricia y Puericultura,Universidad Autónoma de Chile,30,,117,Si,,10.0,3690000,Salud,Diurno,100,1300000.0,,570,,35.0,35.0,10.0,10.0,10.0,10.0,"El egresado de la Carrera de Obstetricia y Puericultura de la Universidad Autónoma de Chile es un profesional con sólida formación científica, humanista, tecnológica y ética en el área de la salud gineco-obstétrica y neonatal, lo que le habilita para el desempeño de sus competencias en las áreas de la salud sexual, salud reproductiva y en la atención del recién nacido.Está en condiciones de realizar diagnóstico de la situación de la salud de la comunidad para diseñar, desarrollar y ejecutar planes y programas de promoción, protección y recuperación de la salud en el ámbito primario, secundario y terciario de atención de salud. Con relación a sus características personales, el egresado debe poseer un amplio sentido de responsabilidad y principios éticos, flexibilidad y capacidad de adaptación al entorno, debe demostrar capacidad de trabajo en equipo y liderazgo evidenciado, creatividad e iniciativa en la toma de decisiones. Entre los rasgos más relevantes que promueve la Universidad está el poseer un espíritu de permanente superación personal y profesional.",9
1415,Obstetricia y Puericultura,Universidad Autónoma de Chile,30,,120,Si,,10.0,3690000,Salud,Diurno,100,1300000.0,,570,,35.0,35.0,10.0,10.0,10.0,10.0,"El egresado de la Carrera de Obstetricia y Puericultura de la Universidad Autónoma de Chile es un profesional con sólida formación científica, humanista, tecnológica y ética en el área de la salud gineco-obstétrica y neonatal, lo que le habilita para el desempeño de sus competencias en las áreas de la salud sexual, salud reproductiva y en la atención del recién nacido.Está en condiciones de realizar diagnóstico de la situación de la salud de la comunidad para diseñar, desarrollar y ejecutar planes y programas de promoción, protección y recuperación de la salud en el ámbito primario, secundario y terciario de atención de salud. Con relación a sus características personales, el egresado debe poseer un amplio sentido de responsabilidad y principios éticos, flexibilidad y capacidad de adaptación al entorno, debe demostrar capacidad de trabajo en equipo y liderazgo evidenciado, creatividad e iniciativa en la toma de decisiones. Entre los rasgos más relevantes que promueve la Universidad está el poseer un espíritu de permanente superación personal y profesional.",9
1416,Odontología,Universidad Autónoma de Chile,30,,117,No,,12.0,5509000,Salud,Diurno,,,,550,,35.0,35.0,10.0,10.0,10.0,10.0,"El Odontoestomatólogo egresado de la Universidad Autónoma de Chile es un profesional de la salud capaz de enfrentar, manejar y resolver exitosamente los desafíos que presenta la realidad de salud oral en nuestro país; gracias al conocimiento científico y habilidades técnicas adquiridas a lo largo de su formación, con un correcto manejo de los procedimientos y herramientas tecnológicas que requiere lo práctico asistencial, siendo capaz de diagnosticar y entregar soluciones con los medios disponibles en un momento determinado.",9
1417,Odontología,Universidad Autónoma de Chile,30,,119,No,,12.0,5509000,Salud,Diurno,,,,550,,35.0,35.0,10.0,10.0,10.0,10.0,"El Odontoestomatólogo egresado de la Universidad Autónoma de Chile es un profesional de la salud capaz de enfrentar, manejar y resolver exitosamente los desafíos que presenta la realidad de salud oral en nuestro país; gracias al conocimiento científico y habilidades técnicas adquiridas a lo largo de su formación, con un correcto manejo de los procedimientos y herramientas tecnológicas que requiere lo práctico asistencial, siendo capaz de diagnosticar y entregar soluciones con los medios disponibles en un momento determinado.",9
1418,Pedagogía en Educación Básica,Universidad Autónoma de Chile,30,,118,Si,,9.0,2235000,Salud,Diurno,"85,2",600000.0,,450,,35.0,35.0,10.0,10.0,10.0,10.0,"El profesor de Educación Básica, titulado en la Universidad Autónoma de Chile, es un profesional de la educación dotado de la capacidad de reflexión e indagación, con sólidos conocimientos en las distintas disciplinas del plan curricular y competencias didácticas relacionadas con el diseño, desarrollo y evaluación de situaciones de aprendizaje de acuerdo a las necesidades de los estudiantes, las demandas del contexto sociocultural y los requerimientos del Marco Curricular de la Educación Básica en Chile.",9
1419,Pedagogía en Educación Básica,Universidad Autónoma de Chile,30,,119,Si,,9.0,2235000,Educación,Diurno,"85,2",600000.0,,450,,35.0,35.0,10.0,10.0,10.0,10.0,"El profesor de Educación Básica, titulado en la Universidad Autónoma de Chile, es un profesional de la educación dotado de la capacidad de reflexión e indagación, con sólidos conocimientos en las distintas disciplinas del plan curricular y competencias didácticas relacionadas con el diseño, desarrollo y evaluación de situaciones de aprendizaje de acuerdo a las necesidades de los estudiantes, las demandas del contexto sociocultural y los requerimientos del Marco Curricular de la Educación Básica en Chile.",7
1420,Pedagogía en Educación Básica,Universidad Autónoma de Chile,30,,120,Si,,9.0,2235000,Educación,Diurno,"85,2",600000.0,,450,,35.0,35.0,10.0,10.0,10.0,10.0,"El profesor de Educación Básica, titulado en la Universidad Autónoma de Chile, es un profesional de la educación dotado de la capacidad de reflexión e indagación, con sólidos conocimientos en las distintas disciplinas del plan curricular y competencias didácticas relacionadas con el diseño, desarrollo y evaluación de situaciones de aprendizaje de acuerdo a las necesidades de los estudiantes, las demandas del contexto sociocultural y los requerimientos del Marco Curricular de la Educación Básica en Chile.",7
1421,Pedagogía en Educación Física,Universidad Autónoma de Chile,30,,118,Si,,9.0,2150000,Educación,Diurno,"64,7",700000.0,,450,,35.0,35.0,10.0,10.0,10.0,10.0,"El profesor de Educación Física de la Universidad Autónoma de Chile conoce y domina los núcleos temáticos planteados en la matriz curricular del subsector, implícito en el plan de estudios de la carrera, en particular los referidos a salud y calidad de vida, juegos pre deportivos y deportes, y actividades motrices en el medio natural. Posee, además, el manejo técnico para transformar el conocimiento disciplinar en un conocimiento enseñable. Su formación profesional se articula sobre la base de la innovación y creatividad desde la Educación Física, para producir impacto en los distintos grupos socioculturales donde le corresponde actuar. Selecciona y aplica principios, métodos y técnicas para llevar a cabo el proceso educativo en los diferentes niveles educativos del contexto escolar.",7
1422,Pedagogía en Educación Física,Universidad Autónoma de Chile,30,,119,Si,,9.0,2150000,Educación,Diurno,"64,7",700000.0,,450,,35.0,35.0,10.0,10.0,10.0,10.0,"El profesor de Educación Física de la Universidad Autónoma de Chile conoce y domina los núcleos temáticos planteados en la matriz curricular del subsector, implícito en el plan de estudios de la carrera, en particular los referidos a salud y calidad de vida, juegos pre deportivos y deportes, y actividades motrices en el medio natural. Posee, además, el manejo técnico para transformar el conocimiento disciplinar en un conocimiento enseñable. Su formación profesional se articula sobre la base de la innovación y creatividad desde la Educación Física, para producir impacto en los distintos grupos socioculturales donde le corresponde actuar. Selecciona y aplica principios, métodos y técnicas para llevar a cabo el proceso educativo en los diferentes niveles educativos del contexto escolar.",7
1423,Pedagogía en Educación Física,Universidad Autónoma de Chile,30,,120,Si,,9.0,2150000,Educación,Diurno,"64,7",700000.0,,450,,35.0,35.0,10.0,10.0,10.0,10.0,"El profesor de Educación Física de la Universidad Autónoma de Chile conoce y domina los núcleos temáticos planteados en la matriz curricular del subsector, implícito en el plan de estudios de la carrera, en particular los referidos a salud y calidad de vida, juegos pre deportivos y deportes, y actividades motrices en el medio natural. Posee, además, el manejo técnico para transformar el conocimiento disciplinar en un conocimiento enseñable. Su formación profesional se articula sobre la base de la innovación y creatividad desde la Educación Física, para producir impacto en los distintos grupos socioculturales donde le corresponde actuar. Selecciona y aplica principios, métodos y técnicas para llevar a cabo el proceso educativo en los diferentes niveles educativos del contexto escolar.",7
1424,Pedagogía en Educación Parvularia,Universidad Autónoma de Chile,30,,118,Si,,8.0,2235000,Educación,Diurno,"90,5",600000.0,,450,,35.0,35.0,10.0,10.0,10.0,10.0,"El Educador de Párvulos formado en la Universidad Autónoma de Chile es un profesional del ámbito de la educación especializado en el proceso educativo de niños y niñas entre 84 días y 6 años de edad, con el propósito fundamental de potenciar aprendizajes de calidad en esta etapa vital del desarrollo humano, y ser un mediador de conocimientos, actitudes y valores, considerando la diversidad de contextos socioculturales y la insustituible participación de la familia como primer agente educativo.",7
1425,Pedagogía en Educación Parvularia,Universidad Autónoma de Chile,30,,119,Si,,8.0,2235000,Educación,Diurno,"90,5",600000.0,,450,,35.0,35.0,10.0,10.0,10.0,10.0,"El Educador de Párvulos formado en la Universidad Autónoma de Chile es un profesional del ámbito de la educación especializado en el proceso educativo de niños y niñas entre 84 días y 6 años de edad, con el propósito fundamental de potenciar aprendizajes de calidad en esta etapa vital del desarrollo humano, y ser un mediador de conocimientos, actitudes y valores, considerando la diversidad de contextos socioculturales y la insustituible participación de la familia como primer agente educativo.",7
1426,Pedagogía en Educación Parvularia,Universidad Autónoma de Chile,30,,120,Si,,8.0,2235000,Educación,Diurno,"90,5",600000.0,,450,,35.0,35.0,10.0,10.0,10.0,10.0,"El Educador de Párvulos formado en la Universidad Autónoma de Chile es un profesional del ámbito de la educación especializado en el proceso educativo de niños y niñas entre 84 días y 6 años de edad, con el propósito fundamental de potenciar aprendizajes de calidad en esta etapa vital del desarrollo humano, y ser un mediador de conocimientos, actitudes y valores, considerando la diversidad de contextos socioculturales y la insustituible participación de la familia como primer agente educativo.",7
1427,"Pedagogía en Historia, Geografía y Ciencias Sociales",Universidad Autónoma de Chile,30,,120,Si,,9.0,2070000,Educación,Diurno,"65,7",600000.0,,450,,35.0,35.0,10.0,10.0,10.0,10.0,"El (la) Profesor(a) de Historia, Geografía y Ciencias Sociales formado en la Universidad Autónoma de Chile conoce y domina la ciencia que enseña, es decir, los valores trascendentales de la civilización y los fenómenos históricos y geográficos que interactúan a nivel continental, regional y local.El egresado de esta carrera posee la capacidad de desenvolverse pedagógicamente en Instituciones Educacionales de Educación Media y otros contextos. Adecua y crea modelos pedagógicos que puedan intervenir en diferentes contextos educativos; integra los elementos pedagógicos, valores éticos y laborales a su ocupación profesional; elabora y evalúa los materiales didácticos requeridas para su quehacer docente; organiza metodologías sobre la base de los objetivos propuestos y de las necesidades; y participa en grupos multidisciplinarias de creación e investigación destinados a desarrollar proyectos encaminados a la intervención en el medio. Durante su proceso formativo se fortalece su vocación por la enseñanza, abordando la disciplina con conocimientos y una actitud humana basada en la ética. Su preparación pedagógica le permite potenciar aprendizajes de calidad, ser un mediador de conocimientos, actitudes y valores considerando el contexto sociocultural, de tal manera de contribuir a un trabajo multidisciplinario que tenga como eje central la articulación de saberes propios del proceso de enseñanza-aprendizaje.",7
1428,Pedagogía en Inglés,Universidad Autónoma de Chile,30,,117,Si,,9.0,2517000,Educación,Diurno,"69,5",700000.0,,450,,35.0,35.0,10.0,10.0,10.0,10.0,"El (la) profesor (a) de Inglés titulado en la Universidad Autónoma de Chile es un profesional de la educación dotado de capacidad de reflexión, con sólidos conocimientos en las distintas disciplinas del plan curricular y competencias didácticas relacionadas con el diseño, implementación y evaluación de situaciones de aprendizaje, de acuerdo a las necesidades de los alumnos (as), las demandas del contexto sociocultural y los requerimientos del Marco Curricular de la educación chilena. En el ejercicio de su profesión, busca asegurar aprendizajes de calidad en cada una de las áreas curriculares, con especial énfasis en el subsector de inglés, además de su desempeño como profesor jefe, los niveles de segundo ciclo de Enseñanza General Básica y Enseñanza Media. El profesional se sentirá comprometido con la tarea educativa, con el aprendizaje y el desarrollo integral de aquellos a quienes educará, con la comprensión y valoración de su diversidad y de la comunidad a la que pertenecen. Tiene, además, una adecuada apropiación del conocimiento referido a las áreas curriculares que deberá enseñar, asumiendo con responsabilidad los procesos de gestión y evaluación de los aprendizajes de los niños(as). Su preparación pedagógica le permite potenciar aprendizajes de calidad, ser un mediador/a de conocimientos, actitudes y valores considerando el contexto sociocultural de tal manera de contribuir a un trabajo multidisciplinario que tenga como eje central la articulación de saberes propios del proceso de enseñanza-aprendizaje. Profesional de la educación íntegro, proactivo, consciente y dispuesto a enfrentar los factores que influyen en el proceso y quehacer formativo-pedagógico del idioma inglés.",7
1429,Pedagogía en Inglés,Universidad Autónoma de Chile,30,,118,Si,,9.0,2517000,Educación,Diurno,"69,5",700000.0,,450,,35.0,35.0,10.0,10.0,10.0,10.0,"El (la) profesor (a) de Inglés titulado en la Universidad Autónoma de Chile es un profesional de la educación dotado de capacidad de reflexión, con sólidos conocimientos en las distintas disciplinas del plan curricular y competencias didácticas relacionadas con el diseño, implementación y evaluación de situaciones de aprendizaje, de acuerdo a las necesidades de los alumnos (as), las demandas del contexto sociocultural y los requerimientos del Marco Curricular de la educación chilena. En el ejercicio de su profesión, busca asegurar aprendizajes de calidad en cada una de las áreas curriculares, con especial énfasis en el subsector de inglés, además de su desempeño como profesor jefe, los niveles de segundo ciclo de Enseñanza General Básica y Enseñanza Media. El profesional se sentirá comprometido con la tarea educativa, con el aprendizaje y el desarrollo integral de aquellos a quienes educará, con la comprensión y valoración de su diversidad y de la comunidad a la que pertenecen. Tiene, además, una adecuada apropiación del conocimiento referido a las áreas curriculares que deberá enseñar, asumiendo con responsabilidad los procesos de gestión y evaluación de los aprendizajes de los niños(as). Su preparación pedagógica le permite potenciar aprendizajes de calidad, ser un mediador/a de conocimientos, actitudes y valores considerando el contexto sociocultural de tal manera de contribuir a un trabajo multidisciplinario que tenga como eje central la articulación de saberes propios del proceso de enseñanza-aprendizaje. Profesional de la educación íntegro, proactivo, consciente y dispuesto a enfrentar los factores que influyen en el proceso y quehacer formativo-pedagógico del idioma inglés.",7
1430,Pedagogía en Inglés,Universidad Autónoma de Chile,30,,119,Si,,9.0,2517000,Educación,Diurno,"69,5",700000.0,,450,,35.0,35.0,10.0,10.0,10.0,10.0,"El (la) profesor (a) de Inglés titulado en la Universidad Autónoma de Chile es un profesional de la educación dotado de capacidad de reflexión, con sólidos conocimientos en las distintas disciplinas del plan curricular y competencias didácticas relacionadas con el diseño, implementación y evaluación de situaciones de aprendizaje, de acuerdo a las necesidades de los alumnos (as), las demandas del contexto sociocultural y los requerimientos del Marco Curricular de la educación chilena. En el ejercicio de su profesión, busca asegurar aprendizajes de calidad en cada una de las áreas curriculares, con especial énfasis en el subsector de inglés, además de su desempeño como profesor jefe, los niveles de segundo ciclo de Enseñanza General Básica y Enseñanza Media. El profesional se sentirá comprometido con la tarea educativa, con el aprendizaje y el desarrollo integral de aquellos a quienes educará, con la comprensión y valoración de su diversidad y de la comunidad a la que pertenecen. Tiene, además, una adecuada apropiación del conocimiento referido a las áreas curriculares que deberá enseñar, asumiendo con responsabilidad los procesos de gestión y evaluación de los aprendizajes de los niños(as). Su preparación pedagógica le permite potenciar aprendizajes de calidad, ser un mediador/a de conocimientos, actitudes y valores considerando el contexto sociocultural de tal manera de contribuir a un trabajo multidisciplinario que tenga como eje central la articulación de saberes propios del proceso de enseñanza-aprendizaje. Profesional de la educación íntegro, proactivo, consciente y dispuesto a enfrentar los factores que influyen en el proceso y quehacer formativo-pedagógico del idioma inglés.",7
1431,Pedagogía en Inglés,Universidad Autónoma de Chile,30,,120,Si,,9.0,2517000,Educación,Diurno,"69,5",700000.0,,450,,35.0,35.0,10.0,10.0,10.0,10.0,"El (la) profesor (a) de Inglés titulado en la Universidad Autónoma de Chile es un profesional de la educación dotado de capacidad de reflexión, con sólidos conocimientos en las distintas disciplinas del plan curricular y competencias didácticas relacionadas con el diseño, implementación y evaluación de situaciones de aprendizaje, de acuerdo a las necesidades de los alumnos (as), las demandas del contexto sociocultural y los requerimientos del Marco Curricular de la educación chilena. En el ejercicio de su profesión, busca asegurar aprendizajes de calidad en cada una de las áreas curriculares, con especial énfasis en el subsector de inglés, además de su desempeño como profesor jefe, los niveles de segundo ciclo de Enseñanza General Básica y Enseñanza Media. El profesional se sentirá comprometido con la tarea educativa, con el aprendizaje y el desarrollo integral de aquellos a quienes educará, con la comprensión y valoración de su diversidad y de la comunidad a la que pertenecen. Tiene, además, una adecuada apropiación del conocimiento referido a las áreas curriculares que deberá enseñar, asumiendo con responsabilidad los procesos de gestión y evaluación de los aprendizajes de los niños(as). Su preparación pedagógica le permite potenciar aprendizajes de calidad, ser un mediador/a de conocimientos, actitudes y valores considerando el contexto sociocultural de tal manera de contribuir a un trabajo multidisciplinario que tenga como eje central la articulación de saberes propios del proceso de enseñanza-aprendizaje. Profesional de la educación íntegro, proactivo, consciente y dispuesto a enfrentar los factores que influyen en el proceso y quehacer formativo-pedagógico del idioma inglés.",7
1432,Psicología,Universidad Autónoma de Chile,30,,117,Si,,10.0,2839000,Educación,Diurno,87,800000.0,,450,,35.0,35.0,10.0,10.0,10.0,10.0,"El Publicista y Comunicador Integral es un profesional capacitado en pensamiento estratégico/creativo, capaz de realizar análisis situacionales en distintos mercados y de diseñar, planificar, ejecutar, evaluar diferentes procesos y programas de orden publicitario y comunicacional, de acuerdo a los requerimientos de empresas en áreas creativas, de cuentas, producción y medios de comunicación. Es un comunicador integral e integrado a los diferentes escenarios donde la comunicación está presente. Autónomo, eficaz y ético, con pensamiento orientado a la resolución de problemas; es capaz de trabajar en equipos multidisciplinarios, siendo competente y hábil en las distintas plataformas comunicacionales. La formación profesional de Publicidad y Comunicación Integral le proporciona una mirada sistémica en áreas como la planificación, diseño y producción, trabajando a través del uso de distintas estrategias, herramientas y medios. Durante su proceso formativo se enfatiza la investigación de Mercado, Marketing Estratégico, Operativo, Directo y Relacional; Diseño Publicitario, Producción de Eventos, Animación Digital, Retail, Visual, Merchandising, Branding, Dirección de Video, Cine, TV y Diseño Multimedia, entre otras, y siempre en el marco de las tendencias del proceso publicitario y comunicacional vigente en tiempos de la sociedad del conocimiento.",7
1433,Psicología,Universidad Autónoma de Chile,30,,118,Si,,10.0,2839000,Salud,Diurno,87,800000.0,,450,,35.0,35.0,10.0,10.0,10.0,10.0,"El Publicista y Comunicador Integral es un profesional capacitado en pensamiento estratégico/creativo, capaz de realizar análisis situacionales en distintos mercados y de diseñar, planificar, ejecutar, evaluar diferentes procesos y programas de orden publicitario y comunicacional, de acuerdo a los requerimientos de empresas en áreas creativas, de cuentas, producción y medios de comunicación. Es un comunicador integral e integrado a los diferentes escenarios donde la comunicación está presente. Autónomo, eficaz y ético, con pensamiento orientado a la resolución de problemas; es capaz de trabajar en equipos multidisciplinarios, siendo competente y hábil en las distintas plataformas comunicacionales. La formación profesional de Publicidad y Comunicación Integral le proporciona una mirada sistémica en áreas como la planificación, diseño y producción, trabajando a través del uso de distintas estrategias, herramientas y medios. Durante su proceso formativo se enfatiza la investigación de Mercado, Marketing Estratégico, Operativo, Directo y Relacional; Diseño Publicitario, Producción de Eventos, Animación Digital, Retail, Visual, Merchandising, Branding, Dirección de Video, Cine, TV y Diseño Multimedia, entre otras, y siempre en el marco de las tendencias del proceso publicitario y comunicacional vigente en tiempos de la sociedad del conocimiento.",9
1434,Psicología,Universidad Autónoma de Chile,30,,119,Si,,10.0,2839000,Salud,Diurno,87,800000.0,,450,,35.0,35.0,10.0,10.0,10.0,10.0,"El Publicista y Comunicador Integral es un profesional capacitado en pensamiento estratégico/creativo, capaz de realizar análisis situacionales en distintos mercados y de diseñar, planificar, ejecutar, evaluar diferentes procesos y programas de orden publicitario y comunicacional, de acuerdo a los requerimientos de empresas en áreas creativas, de cuentas, producción y medios de comunicación. Es un comunicador integral e integrado a los diferentes escenarios donde la comunicación está presente. Autónomo, eficaz y ético, con pensamiento orientado a la resolución de problemas; es capaz de trabajar en equipos multidisciplinarios, siendo competente y hábil en las distintas plataformas comunicacionales. La formación profesional de Publicidad y Comunicación Integral le proporciona una mirada sistémica en áreas como la planificación, diseño y producción, trabajando a través del uso de distintas estrategias, herramientas y medios. Durante su proceso formativo se enfatiza la investigación de Mercado, Marketing Estratégico, Operativo, Directo y Relacional; Diseño Publicitario, Producción de Eventos, Animación Digital, Retail, Visual, Merchandising, Branding, Dirección de Video, Cine, TV y Diseño Multimedia, entre otras, y siempre en el marco de las tendencias del proceso publicitario y comunicacional vigente en tiempos de la sociedad del conocimiento.",9
1435,Psicología,Universidad Autónoma de Chile,30,,120,Si,,10.0,2839000,Salud,Diurno,87,800000.0,,450,,35.0,35.0,10.0,10.0,10.0,10.0,"El Publicista y Comunicador Integral es un profesional capacitado en pensamiento estratégico/creativo, capaz de realizar análisis situacionales en distintos mercados y de diseñar, planificar, ejecutar, evaluar diferentes procesos y programas de orden publicitario y comunicacional, de acuerdo a los requerimientos de empresas en áreas creativas, de cuentas, producción y medios de comunicación. Es un comunicador integral e integrado a los diferentes escenarios donde la comunicación está presente. Autónomo, eficaz y ético, con pensamiento orientado a la resolución de problemas; es capaz de trabajar en equipos multidisciplinarios, siendo competente y hábil en las distintas plataformas comunicacionales. La formación profesional de Publicidad y Comunicación Integral le proporciona una mirada sistémica en áreas como la planificación, diseño y producción, trabajando a través del uso de distintas estrategias, herramientas y medios. Durante su proceso formativo se enfatiza la investigación de Mercado, Marketing Estratégico, Operativo, Directo y Relacional; Diseño Publicitario, Producción de Eventos, Animación Digital, Retail, Visual, Merchandising, Branding, Dirección de Video, Cine, TV y Diseño Multimedia, entre otras, y siempre en el marco de las tendencias del proceso publicitario y comunicacional vigente en tiempos de la sociedad del conocimiento.",9
